J’,Par,N’,J’’,Par’’,N’’,Frequency,State’,V’,Lambda’,Sigma’,Omega’,State’’,V’’,Lambda’’,Sigma’’,Omega’’,Weight
32.5,-,20,31.5,+,1,13816.09,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
32.5,+,20,31.5,-,1,14063.86,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
32.5,+,20,33.5,-,1,13317.97,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
32.5,+,20,32.5,-,1,13321.78,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
32.5,-,20,32.5,+,1,13473.79,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
32.5,-,20,31.5,+,1,13477.41,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
33.5,-,20,33.5,+,1,13634.53,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
33.5,+,20,33.5,-,1,13818.91,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
33.5,+,20,32.5,-,1,13822.67,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
33.5,-,20,32.5,+,1,14078.79,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
33.5,-,20,34.5,+,1,13317.21,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
33.5,-,20,33.5,+,1,13329.9,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
33.5,+,20,33.5,-,1,13479.67,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
33.5,+,20,32.5,-,1,13483.37,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
34.5,+,20,34.5,-,1,13638.61,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
34.5,-,20,34.5,+,1,13825.5,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
34.5,-,20,33.5,+,1,13829.29,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
34.5,+,20,33.5,-,1,14093.71,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
34.5,+,20,35.5,-,1,13316.5,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
34.5,+,20,34.5,-,1,13320.4,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
34.5,-,20,34.5,+,1,13485.65,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
34.5,-,20,33.5,+,1,13489.5,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
35.5,-,20,35.5,+,1,13642.96,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
35.5,+,20,35.5,-,1,13832.22,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
35.5,+,20,34.5,-,1,13836.14,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
35.5,-,20,34.5,+,1,14108.83,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
35.5,-,20,36.5,+,1,13315.92,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
35.5,+,20,35.5,-,1,13491.95,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
35.5,+,20,34.5,-,1,13495.69,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
36.5,+,20,36.5,-,1,13647.55,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
36.5,-,20,36.5,+,1,13839.11,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
36.5,-,20,35.5,+,1,13843.04,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
36.5,+,20,35.5,-,1,14123.93,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
36.5,+,20,37.5,-,1,13315.48,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
36.5,-,20,36.5,+,1,13498.2,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
36.5,-,20,35.5,+,1,13502.18,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
37.5,-,20,37.5,+,1,13652.51,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
37.5,+,20,37.5,-,1,13846.15,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
37.5,+,20,36.5,-,1,13850.08,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
37.5,-,20,38.5,+,1,13315.2,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
37.5,+,20,37.5,-,1,13504.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
37.5,+,20,36.5,-,1,13508.67,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
38.5,+,20,38.5,-,1,13657.49,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
38.5,-,20,38.5,+,1,13853.2,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
38.5,-,20,37.5,+,1,13857.08,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
38.5,-,20,38.5,+,1,13511.28,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
38.5,-,20,37.5,+,1,13515.48,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
39.5,+,20,39.5,-,1,13518.04,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
39.5,+,20,38.5,-,1,13522.29,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
40.5,-,20,40.5,+,1,13524.99,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
40.5,-,20,39.5,+,1,13529.22,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
41.5,+,20,41.5,-,1,13532.05,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
41.5,+,20,40.5,-,1,13536.23,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
42.5,-,20,42.5,+,1,13539.24,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
43.5,+,20,43.5,-,1,13546.58,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
44.5,-,20,44.5,+,1,13554.07,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
45.5,+,20,45.5,-,1,13561.66,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
0.5,-,5,0.5,+,5,6.5111,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
0.5,-,4,0.5,+,4,6.6708,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
1.5,-,5,0.5,+,5,6.6725,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
0.5,-,3,0.5,+,3,6.8289,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
1.5,-,4,0.5,+,4,6.8384,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
0.5,-,2,0.5,+,2,6.986,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,3,0.5,+,3,7.0026,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
0.5,-,1,0.5,+,1,7.1424,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
1.5,-,2,0.5,+,2,7.1657,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,1,0.5,+,1,7.3283,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
1.5,+,5,1.5,-,5,13.019,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
1.5,+,5,0.5,-,5,13.1804,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
2.5,+,5,1.5,-,5,13.2879,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
1.5,+,4,1.5,-,4,13.3383,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
1.5,+,4,0.5,-,4,13.506,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
2.5,+,4,1.5,-,4,13.6176,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
1.5,+,3,1.5,-,3,13.6547,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
1.5,+,3,0.5,-,3,13.8283,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
2.5,+,3,1.5,-,3,13.944,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
1.5,+,2,1.5,-,2,13.9688,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
1.5,+,2,0.5,-,2,14.1485,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
2.5,+,2,1.5,-,2,14.2683,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
1.5,+,1,1.5,-,1,14.2816,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
1.5,+,1,0.5,-,1,14.4675,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
2.5,+,1,1.5,-,1,14.5914,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
2.5,-,5,2.5,+,5,19.5205,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
2.5,-,5,1.5,+,5,19.7894,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
3.5,-,5,2.5,+,5,19.8967,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
2.5,-,4,2.5,+,4,19.9996,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
2.5,-,4,1.5,+,4,20.2789,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
3.5,-,4,2.5,+,4,20.3903,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
2.5,-,3,2.5,+,3,20.4741,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
2.5,-,3,1.5,+,3,20.7634,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
3.5,-,3,2.5,+,3,20.8789,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
2.5,-,2,2.5,+,2,20.9452,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
2.5,-,2,1.5,+,2,21.2447,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
3.5,-,2,2.5,+,2,21.3643,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
2.5,-,1,2.5,+,1,21.4144,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
2.5,-,1,1.5,+,1,21.7242,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,-,1,2.5,+,1,21.8479,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,+,5,3.5,-,5,26.0125,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
3.5,+,5,2.5,-,5,26.3887,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
4.5,+,5,3.5,-,5,26.4958,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
3.5,+,4,3.5,-,4,26.6512,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
3.5,+,4,2.5,-,4,27.042,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
4.5,+,4,3.5,-,4,27.1533,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
3.5,+,3,3.5,-,3,27.2839,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
3.5,+,3,2.5,-,3,27.6888,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
4.5,+,3,3.5,-,3,27.804,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
3.5,+,2,3.5,-,2,27.9121,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
3.5,+,2,2.5,-,2,28.3312,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
4.5,+,2,3.5,-,2,28.4505,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
3.5,+,1,3.5,-,1,28.5376,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,+,1,2.5,-,1,28.9711,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,+,1,3.5,-,1,29.0946,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,-,5,4.5,+,5,32.4917,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
4.5,-,5,3.5,+,5,32.975,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
5.5,-,5,4.5,+,5,33.0819,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
4.5,-,4,4.5,+,4,33.2903,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
4.5,-,4,3.5,+,4,33.7923,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
5.5,-,4,4.5,+,4,33.9032,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
4.5,-,3,4.5,+,3,34.0811,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
4.5,-,3,3.5,+,3,34.6012,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
5.5,-,3,4.5,+,3,34.7162,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
4.5,-,2,4.5,+,2,34.8663,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
4.5,-,2,3.5,+,2,35.4047,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
5.5,-,2,4.5,+,2,35.5237,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
4.5,-,1,4.5,+,1,35.6482,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,-,1,3.5,+,1,36.2051,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,-,1,4.5,+,1,36.3283,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,+,5,5.5,-,5,38.9551,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
5.5,+,5,4.5,-,5,39.5452,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
6.5,+,5,5.5,-,5,39.6517,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
5.5,+,4,5.5,-,4,39.9134,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
5.5,+,4,4.5,-,4,40.5264,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
6.5,+,4,5.5,-,4,40.637,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
5.5,+,3,5.5,-,3,40.8624,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
5.5,+,3,4.5,-,3,41.4975,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
6.5,+,3,5.5,-,3,41.6121,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
5.5,+,2,5.5,-,2,41.8046,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
5.5,+,2,4.5,-,2,42.4621,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
6.5,+,2,5.5,-,2,42.5807,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
5.5,+,1,5.5,-,1,42.7429,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,+,1,4.5,-,1,43.4229,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,+,1,5.5,-,1,43.5457,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,-,5,6.5,+,5,45.3994,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
6.5,-,5,5.5,+,5,46.096,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
7.5,-,5,6.5,+,5,46.202,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
6.5,-,4,6.5,+,4,46.5176,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
6.5,-,4,5.5,+,4,47.2412,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
7.5,-,4,6.5,+,4,47.3513,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
6.5,-,3,6.5,+,3,47.6248,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
6.5,-,3,5.5,+,3,48.3744,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
7.5,-,3,6.5,+,3,48.4886,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
6.5,-,2,6.5,+,2,48.724,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
6.5,-,2,5.5,+,2,49.5001,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
7.5,-,2,6.5,+,2,49.6183,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
6.5,-,1,6.5,+,1,49.8185,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,-,1,5.5,+,1,50.6214,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,-,1,6.5,+,1,50.7437,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,+,5,7.5,-,5,51.8215,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
7.5,+,5,6.5,-,5,52.6241,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
8.5,+,5,7.5,-,5,52.7297,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
7.5,+,4,7.5,-,4,53.0997,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
7.5,+,4,6.5,-,4,53.9334,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
8.5,+,4,7.5,-,4,54.043,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
7.5,+,3,7.5,-,3,54.365,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
7.5,+,3,6.5,-,3,55.2288,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
8.5,+,3,7.5,-,3,55.3425,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
7.5,+,2,7.5,-,2,55.6212,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
7.5,+,2,6.5,-,2,56.5155,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
8.5,+,2,7.5,-,2,56.6332,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
7.5,+,1,7.5,-,1,56.872,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,+,1,6.5,-,1,57.7972,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,+,1,7.5,-,1,57.919,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,-,5,8.5,+,5,58.2183,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
8.5,-,5,7.5,+,5,59.1265,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
9.5,-,5,8.5,+,5,59.2315,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
8.5,-,4,8.5,+,4,59.6566,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
8.5,-,4,7.5,+,4,60.5999,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
9.5,-,4,8.5,+,4,60.7089,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
8.5,-,3,8.5,+,3,61.08,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
8.5,-,3,7.5,+,3,62.0575,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
9.5,-,3,8.5,+,3,62.1706,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
8.5,-,2,8.5,+,2,62.4932,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
8.5,-,2,7.5,+,2,63.5053,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
9.5,-,2,8.5,+,2,63.6224,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
8.5,-,1,8.5,+,1,63.9003,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,+,5,9.5,-,5,64.5867,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
8.5,-,1,7.5,+,1,64.9472,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,-,1,8.5,+,1,65.0684,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,+,5,8.5,-,5,65.5999,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
10.5,+,5,9.5,-,5,65.7043,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
9.5,+,4,9.5,-,4,66.1852,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
9.5,+,4,8.5,-,4,67.2375,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
10.5,+,4,9.5,-,4,67.3459,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
9.5,+,3,9.5,-,3,67.7668,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
9.5,+,3,8.5,-,3,68.8573,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
10.5,+,3,9.5,-,3,68.9698,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
9.5,+,2,9.5,-,2,69.3369,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
9.5,+,2,8.5,-,2,70.4661,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
10.5,+,2,9.5,-,2,70.5826,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
9.5,+,1,9.5,-,1,70.9002,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,-,5,10.5,+,5,70.9236,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
10.5,-,5,9.5,+,5,72.0412,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
9.5,+,1,8.5,-,1,72.0683,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,-,5,10.5,+,5,72.145,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
10.5,+,1,9.5,-,1,72.1889,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,-,4,10.5,+,4,72.6824,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
10.5,-,4,9.5,+,4,73.8432,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
11.5,-,4,10.5,+,4,73.9508,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
10.5,-,3,10.5,+,3,74.4222,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
10.5,-,3,9.5,+,3,75.6252,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
11.5,-,3,10.5,+,3,75.737,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
10.5,-,2,10.5,+,2,76.1493,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
11.5,+,5,11.5,-,5,77.226,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
10.5,-,2,9.5,+,2,77.3949,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
11.5,-,2,10.5,+,2,77.5107,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
10.5,-,1,10.5,+,1,77.8686,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,+,5,10.5,-,5,78.4474,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
12.5,+,5,11.5,-,5,78.5504,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
11.5,+,4,11.5,-,4,79.1453,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
10.5,-,1,9.5,+,1,79.1574,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,-,1,10.5,+,1,79.2773,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,+,4,10.5,-,4,80.4137,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
12.5,+,4,11.5,-,4,80.5206,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
11.5,+,3,11.5,-,3,81.0432,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
11.5,+,3,10.5,-,3,82.358,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
12.5,+,3,11.5,-,3,82.469,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
11.5,+,2,11.5,-,2,82.9272,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
12.5,-,5,12.5,+,5,83.4908,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
11.5,+,2,10.5,-,2,84.2887,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
12.5,+,2,11.5,-,2,84.4037,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
11.5,+,1,11.5,-,1,84.8027,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,-,5,11.5,+,5,84.8152,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
13.5,-,5,12.5,+,5,84.9174,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
12.5,-,4,12.5,+,4,85.5707,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
11.5,+,1,10.5,-,1,86.2113,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,+,1,11.5,-,1,86.3304,1,0,0,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,-,4,11.5,+,4,86.946,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
13.5,-,4,12.5,+,4,87.0521,1,3,0,-0.5,-0.5,1,3,0,0.5,0.5,1
12.5,-,3,12.5,+,3,87.6269,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
12.5,-,3,11.5,+,3,89.0527,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
13.5,-,3,12.5,+,3,89.1628,1,2,0,-0.5,-0.5,1,2,0,0.5,0.5,1
12.5,-,2,12.5,+,2,89.6678,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
13.5,+,5,13.5,-,5,89.7151,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
13.5,+,5,12.5,-,5,91.1417,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
12.5,-,2,11.5,+,2,91.1443,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
14.5,+,5,13.5,-,5,91.243,1,4,0,0.5,0.5,1,4,0,-0.5,-0.5,1
13.5,-,2,12.5,+,2,91.2584,1,1,0,-0.5,-0.5,1,1,0,0.5,0.5,1
12.5,-,1,12.5,+,1,91.6993,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,+,4,13.5,-,4,91.9558,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
12.5,-,1,11.5,+,1,93.227,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,-,1,12.5,+,1,93.3453,1,0,0,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,+,4,12.5,-,4,93.4372,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
14.5,+,4,13.5,-,4,93.5423,1,3,0,0.5,0.5,1,3,0,-0.5,-0.5,1
13.5,+,3,13.5,-,3,94.1702,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
13.5,+,3,12.5,-,3,95.7061,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
14.5,+,3,13.5,-,3,95.8154,1,2,0,0.5,0.5,1,2,0,-0.5,-0.5,1
14.5,-,5,14.5,+,5,95.8959,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
13.5,+,2,13.5,-,2,96.368,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
14.5,-,5,13.5,+,5,97.4238,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
15.5,-,5,14.5,+,5,97.5242,1,4,0,-0.5,-0.5,1,4,0,0.5,0.5,1
13.5,+,2,12.5,-,2,97.9587,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
14.5,+,2,13.5,-,2,98.0719,1,1,0,0.5,0.5,1,1,0,-0.5,-0.5,1
